timestamp,bot_name,action,symbol,price,quantity,amount_usdt,pnl,pnl_percent,reasoning
2026-07-30T23:45:21.272828,ArbitrageScanner,SIGNAL,ENJ/USDT,0.024890,0.000000,0.00,0.00,0.00,Buy binance Sell bybit Spread 0.201%
2026-07-30T23:46:29.593149,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell okx Spread 0.337%
2026-07-30T23:46:29.595150,ArbitrageScanner,SIGNAL,LDO/USDT,0.372200,0.000000,0.00,0.00,0.00,Buy binance Sell okx Spread 0.215%
2026-07-30T23:46:29.596152,ArbitrageScanner,SIGNAL,MANA/USDT,0.067300,0.000000,0.00,0.00,0.00,Buy binance Sell okx Spread 0.208%
2026-07-30T23:47:37.593006,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell okx Spread 0.337%
2026-07-30T23:47:37.594007,ArbitrageScanner,SIGNAL,SNX/USDT,0.210000,0.000000,0.00,0.00,0.00,Buy binance Sell bybit Spread 0.286%
2026-07-30T23:47:37.595009,ArbitrageScanner,SIGNAL,ENJ/USDT,0.024890,0.000000,0.00,0.00,0.00,Buy binance Sell bybit Spread 0.241%
2026-07-30T23:48:45.786172,ArbitrageScanner,SIGNAL,SNX/USDT,0.210000,0.000000,0.00,0.00,0.00,Buy binance Sell okx Spread 0.381%
2026-07-30T23:48:45.787172,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.337%
2026-07-30T23:48:45.789174,ArbitrageScanner,SIGNAL,MANA/USDT,0.067580,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.326%
2026-07-30T23:49:54.382052,ArbitrageScanner,SIGNAL,SNX/USDT,0.210000,0.000000,0.00,0.00,0.00,Buy binance Sell okx Spread 0.381%
2026-07-30T23:49:54.384051,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.269%
2026-07-30T23:49:54.385052,ArbitrageScanner,SIGNAL,PEPE/USDT,0.000003,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.216%
2026-07-30T23:51:03.095624,ArbitrageScanner,SIGNAL,SNX/USDT,0.210000,0.000000,0.00,0.00,0.00,Buy binance Sell okx Spread 0.381%
2026-07-30T23:51:03.097627,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.269%
2026-07-30T23:51:03.098628,ArbitrageScanner,SIGNAL,PEPE/USDT,0.000003,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.216%
2026-07-30T23:52:12.174033,ArbitrageScanner,SIGNAL,SNX/USDT,0.210000,0.000000,0.00,0.00,0.00,Buy binance Sell okx Spread 0.381%
2026-07-30T23:52:12.175034,ArbitrageScanner,SIGNAL,GRT/USDT,0.014850,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.269%
2026-07-30T23:52:12.176035,ArbitrageScanner,SIGNAL,PEPE/USDT,0.000003,0.000000,0.00,0.00,0.00,Buy bybit Sell binance Spread 0.216%
